amount,is_new_recipient,country,device_type,device_trust_score,transaction_hour,prior_transaction_count,is_fraud
803.47,1,US,atm,95.6,12,80,0
705.79,0,SA,atm,84.7,17,83,0
523.23,0,SA,atm,96.3,10,20,0
453.06,0,SA,mobile,98.7,18,56,0
8297.41,1,SA,web,36.5,5,2,1
258.61,0,SA,mobile,90.5,18,80,0
1106.25,1,AE,mobile,73.8,20,183,0
1008.02,0,SA,mobile,68.4,7,66,0
1927.08,1,SA,mobile,87.5,9,86,0
162.07,0,SA,web,73.9,7,186,0
402.46,0,SA,mobile,82.1,9,64,0
89.0,0,SA,atm,84.8,16,55,0
2112.83,0,SA,atm,85.3,21,130,0
1830.07,0,EG,atm,96.0,13,32,0
656.01,0,SA,web,83.1,17,199,0
1007.67,0,SA,atm,88.3,17,76,0
718.58,0,SA,web,62.3,21,170,0
443.53,1,SA,mobile,72.7,20,182,0
351.64,0,SA,web,76.0,17,77,0
298.48,1,SA,mobile,68.5,9,118,0
3335.45,1,SA,mobile,98.1,18,168,0
2730.8,0,SA,mobile,99.0,7,189,0
682.68,0,SA,mobile,98.0,11,88,0
20083.67,1,UK,atm,9.2,5,6,1
607.03,0,SA,web,77.2,18,169,0
888.51,0,SA,mobile,62.4,17,40,0
786.62,0,AE,web,77.6,19,35,0
1982.13,0,SA,atm,64.4,11,29,0
2692.05,1,SA,mobile,19.8,0,0,1
265.63,0,SA,mobile,83.7,21,80,0
186.01,0,SA,atm,93.8,7,130,0
341.21,0,AE,atm,66.0,11,30,0
1567.7,0,SA,web,93.9,11,43,0
207.95,0,AE,web,88.7,20,109,0
1873.07,1,SA,atm,1.9,5,7,1
621.18,1,SA,mobile,96.3,14,149,0
1093.31,0,SA,mobile,79.9,11,136,0
969.87,0,PK,web,60.4,19,74,0
136.69,0,SA,web,66.4,9,109,0
1523.09,0,NG,web,64.1,17,161,0
268.17,0,SA,atm,76.7,17,113,0
2985.37,0,SA,atm,63.5,18,110,0
285.52,0,SA,atm,70.4,12,13,0
303.67,0,PK,atm,84.5,11,44,0
1929.51,0,SA,web,96.2,12,117,0
216.7,0,SA,atm,60.7,11,171,0
215.28,0,SA,atm,80.2,11,176,0
2522.77,0,AE,web,94.7,15,14,0
757.78,0,SA,atm,89.9,6,178,0
5769.56,0,NG,atm,2.5,1,5,1
653.25,0,IN,mobile,97.1,9,36,0
76.85,0,SA,web,79.7,19,79,0
1073.46,0,AE,atm,86.6,9,147,0
1493.26,0,AE,web,61.7,15,88,0
781.7,0,SA,mobile,77.3,7,34,0
482.92,0,SA,mobile,88.8,17,134,0
99.44,0,SA,atm,65.5,17,80,0
1466.37,1,AE,web,77.0,18,34,0
177.15,0,PK,mobile,87.5,21,169,0
1118.2,0,NG,atm,67.2,7,117,0
2324.9,0,SA,web,96.5,15,90,0
298.59,0,AE,atm,67.4,19,136,0
315.09,0,AE,web,92.0,15,198,0
419.67,0,SA,web,63.9,17,35,0
1264.98,0,SA,mobile,82.6,14,183,0
3112.44,0,AE,mobile,93.1,17,73,0
654.03,0,UK,web,98.7,19,150,0
1448.4,0,US,atm,83.5,15,73,0
736.63,0,SA,mobile,72.4,8,34,0
727.39,1,SA,web,97.1,12,79,0
1658.14,0,SA,mobile,73.4,9,151,0
520.19,1,SA,web,70.1,9,47,0
821.03,0,AE,mobile,78.1,17,194,0
717.9,0,SA,mobile,82.0,20,119,0
827.91,0,EG,web,69.7,12,137,0
2154.57,0,SA,mobile,82.2,20,193,0
672.93,0,IN,atm,87.3,21,194,0
377.09,0,SA,web,71.0,14,72,0
710.34,1,SA,mobile,82.9,9,21,0
418.37,0,SA,atm,93.1,14,163,0
710.56,0,SA,web,89.3,12,93,0
1820.2,0,SA,mobile,78.2,21,66,0
697.61,0,AE,web,98.8,14,134,0
1166.09,0,SA,mobile,90.9,7,40,0
67.47,0,SA,web,80.9,19,24,0
835.42,0,SA,atm,62.5,20,94,0
1246.16,0,SA,web,82.6,16,124,0
671.24,0,US,atm,96.9,10,158,0
100.03,0,PK,web,86.2,14,195,0
426.96,0,SA,atm,64.2,21,97,0
796.78,0,SA,web,88.1,9,80,0
307.68,0,SA,web,73.8,10,101,0
4340.71,1,EG,mobile,92.9,10,115,0
1151.22,0,UK,web,95.3,17,96,0
852.66,0,SA,mobile,99.2,7,77,0
356.85,0,SA,atm,84.7,20,194,0
512.23,0,SA,atm,88.7,14,180,0
1689.9,0,SA,web,90.3,18,40,0
1957.5,1,SA,mobile,1.5,0,7,1
267.72,0,PK,web,74.9,11,165,0
144.21,0,UK,mobile,74.5,9,32,0
11585.44,0,PK,web,19.1,0,0,1
1310.55,1,SA,mobile,68.8,17,107,0
437.09,0,SA,atm,67.2,19,182,0
473.48,0,SA,atm,89.5,10,158,0
137.93,0,AE,atm,61.8,10,23,0
576.99,1,SA,atm,79.7,17,186,0
1608.8,0,SA,mobile,76.8,21,187,0
1378.4,0,SA,web,70.3,6,116,0
181.45,0,PK,mobile,88.0,10,10,0
1060.66,1,SA,web,93.0,13,130,0
802.6,0,SA,atm,99.9,9,89,0
215.54,0,PK,mobile,92.5,12,5,0
270.38,0,SA,atm,66.3,17,137,0
2960.74,0,SA,mobile,81.6,11,13,0
1211.36,1,SA,mobile,70.1,14,185,0
783.81,0,SA,web,62.9,15,74,0
1284.12,0,SA,mobile,90.7,20,141,0
832.02,0,SA,mobile,76.0,16,31,0
593.24,0,SA,web,85.7,14,169,0
203.59,0,UK,web,65.7,14,110,0
998.1,0,SA,mobile,63.5,14,177,0
6232.21,0,SA,atm,78.5,17,56,0
2400.23,1,SA,web,70.6,16,80,0
235.15,0,SA,web,70.7,14,141,0
360.13,0,SA,mobile,88.4,10,30,0
593.11,0,AE,atm,72.9,20,11,0
418.92,0,SA,mobile,76.7,15,86,0
1246.83,0,US,mobile,76.8,19,31,0
515.64,0,SA,mobile,94.9,15,123,0
110.2,0,SA,web,78.5,19,163,0
719.41,0,US,atm,90.3,6,89,0
501.89,0,SA,web,70.3,18,192,0
5863.61,0,SA,mobile,78.5,11,90,0
65.3,1,SA,mobile,63.8,19,139,0
577.01,0,PK,web,70.4,17,101,0
948.61,0,SA,web,92.8,21,199,0
838.99,0,SA,atm,64.1,19,164,0
2064.99,1,SA,atm,69.2,20,83,0
1958.59,0,IN,atm,93.2,19,164,0
571.76,1,SA,web,76.1,10,86,0
516.21,0,SA,atm,64.8,11,75,0
155.6,0,SA,web,87.3,10,77,0
185.0,0,AE,web,86.0,10,56,0
548.51,0,SA,mobile,67.7,15,59,0
2296.03,1,SA,mobile,82.3,14,141,0
592.65,0,UK,web,93.0,10,9,0
610.59,0,AE,atm,94.0,15,123,0
330.86,0,SA,mobile,66.5,10,101,0
2259.75,1,SA,web,71.6,21,171,0
1439.03,0,NG,atm,79.4,14,88,0
372.86,0,PK,web,96.2,15,181,0
1059.63,0,SA,atm,83.4,7,113,0
10706.24,0,SA,mobile,62.2,19,111,0
857.98,1,SA,atm,81.1,16,59,0
425.62,0,SA,atm,73.2,14,94,0
3323.16,1,SA,atm,62.1,13,90,0
480.16,0,SA,web,91.1,20,22,0
5069.9,0,SA,web,62.3,12,95,0
456.71,0,UK,atm,91.7,16,88,0
2670.52,0,SA,atm,92.4,16,105,0
919.46,0,EG,mobile,61.2,13,137,0
755.45,0,UK,web,76.1,13,157,0
1128.72,0,SA,web,66.4,7,90,0
971.84,1,AE,atm,67.6,10,98,0
87.4,0,UK,mobile,73.9,11,79,0
13587.81,1,SA,web,39.6,5,9,1
689.82,0,EG,atm,76.6,21,87,0
150.82,0,SA,web,98.0,13,179,0
771.89,0,SA,atm,94.9,7,72,0
408.8,1,SA,web,87.6,15,95,0
254.94,0,SA,web,90.9,13,68,0
115.06,0,SA,web,91.5,10,70,0
3633.3,1,SA,mobile,7.3,5,8,1
987.37,0,SA,web,96.8,19,83,0
210.32,0,SA,mobile,92.3,19,8,0
1411.71,0,SA,mobile,87.4,10,79,0
307.59,0,AE,atm,62.6,12,157,0
2138.25,0,SA,atm,86.3,6,157,0
831.85,1,SA,mobile,81.8,16,173,0
391.62,1,IN,web,91.3,19,19,0
266.25,0,IN,mobile,99.8,13,71,0
822.57,0,SA,web,95.8,10,80,0
1637.24,0,EG,web,91.3,15,39,0
1033.83,0,SA,atm,62.8,18,48,0
754.28,0,SA,mobile,63.7,17,108,0
1546.73,0,SA,web,71.6,11,35,0
1427.86,0,SA,atm,61.9,16,135,0
1187.88,0,AE,web,66.7,16,148,0
1823.25,0,SA,mobile,75.6,6,15,0
128.73,0,SA,mobile,63.9,20,56,0
171.66,0,SA,atm,90.8,20,103,0
1190.66,0,AE,web,88.5,14,48,0
382.87,0,SA,mobile,97.9,21,49,0
2632.67,0,SA,atm,77.4,14,101,0
650.42,0,PK,mobile,61.5,19,118,0
1075.67,1,SA,mobile,91.5,21,191,0
602.97,0,US,atm,61.3,18,147,0
710.7,0,SA,atm,78.3,19,57,0
277.81,1,SA,web,84.2,16,22,0
226.56,1,SA,atm,76.6,8,101,0
1087.27,0,PK,atm,77.5,21,136,0
394.99,0,SA,atm,62.0,8,129,0
720.58,0,SA,web,93.6,20,88,0
3717.49,0,PK,atm,94.4,11,50,0
558.3,0,SA,atm,94.4,14,177,0
866.35,0,SA,web,76.2,19,38,0
973.19,0,SA,atm,71.9,10,187,0
765.59,0,SA,mobile,80.1,6,74,0
322.22,0,SA,web,89.3,13,101,0
432.45,0,SA,mobile,91.6,11,29,0
748.93,0,PK,mobile,91.0,20,129,0
3639.47,0,SA,atm,68.6,15,35,0
581.46,1,PK,atm,61.7,21,17,0
374.72,0,AE,mobile,95.2,14,165,0
1984.63,0,AE,atm,76.0,14,66,0
1523.97,0,AE,atm,71.3,21,148,0
135.44,0,SA,atm,94.8,17,88,0
272.89,0,EG,atm,83.4,17,46,0
597.35,0,UK,atm,69.2,18,161,0
12299.74,1,US,mobile,59.3,2,2,1
289.47,0,SA,mobile,92.8,19,73,0
679.25,0,SA,atm,66.8,11,113,0
854.79,0,SA,web,88.9,11,105,0
778.73,0,AE,atm,78.4,13,140,0
2499.59,1,SA,atm,94.5,12,157,0
2982.89,0,SA,web,95.4,14,135,0
337.97,0,SA,web,82.6,12,155,0
1221.27,0,PK,atm,80.7,20,136,0
1498.7,0,PK,atm,98.5,18,182,0
1218.91,0,SA,mobile,81.3,10,165,0
1260.19,0,SA,atm,90.2,21,187,0
2245.08,0,SA,mobile,73.8,10,62,0
292.82,1,PK,atm,80.0,12,64,0
177.12,0,SA,web,77.4,18,74,0
241.71,0,SA,atm,77.5,19,177,0
1041.0,0,SA,web,80.4,20,44,0
590.61,0,SA,atm,94.5,19,20,0
1631.01,0,SA,atm,79.5,20,102,0
129.06,0,SA,atm,93.5,20,26,0
514.77,1,AE,web,67.0,7,119,0
386.24,0,SA,atm,71.1,19,82,0
946.22,0,PK,atm,79.8,8,60,0
544.04,0,SA,web,61.0,12,154,0
2918.4,0,SA,atm,85.4,7,109,0
331.32,0,SA,mobile,63.0,12,172,0
3740.94,0,SA,mobile,74.9,20,77,0
89.58,0,SA,web,60.8,19,21,0
3143.28,0,SA,mobile,78.8,20,175,0
202.62,1,SA,web,68.0,13,73,0
799.31,0,SA,mobile,77.9,9,72,0
1995.5,0,SA,web,69.5,16,32,0
1180.0,1,SA,mobile,94.6,15,11,0
3333.61,0,SA,atm,91.4,18,55,0
479.14,0,SA,mobile,64.1,16,119,0
485.06,0,PK,web,60.6,9,182,0
970.55,0,SA,web,84.1,7,117,0
6345.23,1,PK,atm,42.0,4,5,1
366.17,1,SA,mobile,89.3,10,99,0
2291.67,0,SA,mobile,77.7,12,69,0
9463.72,0,NG,mobile,16.1,0,3,1
23731.5,1,NG,web,21.2,5,5,1
366.21,0,SA,mobile,91.7,11,185,0
347.81,0,SA,web,92.2,6,133,0
586.34,0,SA,web,95.8,19,59,0
587.62,0,SA,atm,71.9,15,147,0
92.21,1,SA,mobile,80.1,14,140,0
211.0,0,AE,mobile,62.4,10,149,0
1242.91,0,SA,atm,82.8,10,31,0
739.86,0,SA,mobile,99.9,15,97,0
1634.03,0,SA,atm,78.1,13,80,0
1597.25,0,SA,mobile,75.2,14,37,0
169.25,0,IN,atm,97.6,12,60,0
1161.81,1,SA,web,92.1,19,29,0
2134.68,0,SA,mobile,80.1,9,168,0
1034.2,0,SA,mobile,85.8,11,24,0
1637.18,0,IN,atm,63.6,17,176,0
344.63,1,SA,web,85.3,8,188,0
631.43,1,SA,atm,85.9,19,142,0
680.46,0,SA,atm,80.1,6,183,0
220.8,0,SA,atm,91.5,18,41,0
454.85,0,SA,atm,92.9,18,57,0
789.78,0,SA,web,89.8,9,125,0
92.44,0,SA,atm,76.7,11,16,0
671.06,1,SA,atm,38.7,23,8,1
2164.29,1,NG,atm,24.5,22,0,1
348.75,0,AE,atm,94.2,17,159,0
921.12,0,SA,mobile,70.1,19,63,0
201.46,1,NG,atm,62.0,18,60,0
5645.63,0,SA,atm,65.8,18,191,0
1466.35,1,SA,atm,50.3,4,7,1
156.64,0,UK,mobile,69.4,19,93,0
4618.0,1,SA,atm,98.2,17,70,0
1652.04,1,IN,mobile,76.1,12,152,0
288.95,0,SA,mobile,77.5,17,101,0
1381.77,0,EG,web,94.3,15,94,0
1403.88,0,SA,mobile,65.9,7,77,0
477.2,0,EG,web,76.5,15,168,0
826.29,0,SA,atm,97.6,14,30,0
658.16,0,SA,atm,73.1,6,167,0
862.37,0,EG,mobile,70.6,20,170,0
239.77,0,SA,web,90.1,15,199,0
1404.15,0,EG,mobile,83.6,19,37,0
353.09,0,SA,web,83.1,14,109,0
2923.46,1,US,atm,21.8,22,8,1
646.91,0,AE,atm,96.2,18,80,0
538.46,0,SA,mobile,69.3,11,115,0
710.75,0,IN,atm,67.8,14,175,0
254.2,0,SA,atm,77.0,7,50,0
485.38,0,US,mobile,75.1,16,100,0
166.55,0,NG,mobile,60.7,16,45,0
714.69,0,SA,atm,72.5,21,26,0
678.21,0,SA,atm,75.5,12,26,0
2775.04,0,SA,mobile,92.2,14,64,0
141.65,0,IN,atm,85.1,6,23,0
1721.37,0,SA,mobile,62.0,20,28,0
172.94,0,SA,atm,72.1,6,59,0
1999.32,1,SA,atm,78.6,6,64,0
2574.58,1,SA,web,80.0,12,62,0
8599.8,1,SA,mobile,53.7,0,4,1
283.35,0,SA,atm,96.6,6,143,0
2097.25,0,SA,mobile,60.1,9,155,0
641.45,0,SA,mobile,80.3,11,79,0
680.2,0,SA,mobile,84.1,15,74,0
476.07,0,SA,atm,65.1,15,100,0
324.44,0,SA,web,70.6,16,160,0
228.63,1,AE,web,76.6,18,99,0
636.79,1,SA,mobile,72.0,15,155,0
814.39,0,SA,web,69.5,11,83,0
10934.48,0,SA,atm,80.5,8,163,0
650.78,1,SA,web,77.6,16,7,0
237.33,0,SA,web,83.9,8,85,0
525.2,1,IN,mobile,70.4,18,124,0
1921.63,0,SA,web,75.7,10,9,0
1281.44,1,PK,mobile,81.2,17,116,0
788.96,0,SA,web,81.3,7,49,0
6043.65,1,US,atm,59.6,5,1,1
624.31,0,AE,atm,80.0,10,96,0
712.01,0,SA,mobile,67.1,8,183,0
1277.25,0,UK,mobile,66.9,8,97,0
2567.2,0,SA,web,83.6,14,49,0
2140.82,1,SA,web,81.1,15,101,0
1294.32,0,SA,web,90.4,9,166,0
668.07,0,AE,web,92.5,14,199,0
363.49,0,SA,mobile,65.6,13,22,0
716.71,0,SA,web,96.6,11,189,0
671.2,0,SA,web,82.3,9,198,0
1073.67,0,IN,web,64.5,13,27,0
328.95,0,EG,atm,82.4,19,172,0
217.5,0,PK,mobile,87.4,15,64,0
56.46,0,SA,mobile,71.4,13,63,0
8501.54,1,PK,atm,49.4,2,4,1
575.7,0,SA,mobile,69.8,14,89,0
1716.1,0,SA,mobile,93.8,15,157,0
480.26,0,SA,mobile,79.4,10,168,0
1031.38,0,SA,mobile,67.5,20,6,0
909.0,0,SA,mobile,77.8,19,181,0
137.9,0,SA,atm,98.8,19,9,0
128.16,0,AE,atm,94.9,11,38,0
242.74,0,EG,atm,89.5,7,183,0
1866.87,0,SA,web,91.7,8,192,0
778.94,1,EG,mobile,63.3,14,159,0
443.53,0,SA,mobile,86.5,12,82,0
1236.94,0,PK,atm,80.2,18,104,0
260.85,0,SA,web,95.1,17,67,0
1150.4,0,SA,atm,95.6,6,49,0
2242.62,0,US,web,98.6,8,123,0
326.88,0,SA,mobile,95.1,11,179,0
459.1,0,SA,atm,94.2,17,125,0
326.25,0,AE,web,79.5,19,41,0
102.67,1,AE,mobile,91.8,7,27,0
280.14,1,SA,mobile,76.5,20,188,0
1314.07,0,IN,mobile,93.2,8,12,0
1326.17,0,SA,web,93.2,18,40,0
423.17,1,SA,mobile,73.4,17,64,0
958.62,0,PK,web,78.1,21,180,0
228.93,0,US,atm,60.9,14,36,0
259.41,0,SA,mobile,94.5,19,15,0
668.29,0,UK,web,94.0,6,89,0
2438.43,0,SA,atm,71.8,18,198,0
1030.72,0,SA,mobile,69.6,9,145,0
1267.99,0,AE,atm,77.7,15,197,0
303.98,0,SA,mobile,62.8,19,91,0
1630.34,0,AE,web,72.3,6,179,0
67.41,0,SA,mobile,64.9,19,81,0
1145.44,0,IN,mobile,89.3,7,89,0
2086.83,1,SA,atm,86.4,8,51,0
295.52,1,SA,mobile,66.3,17,142,0
2100.53,0,SA,mobile,71.9,11,44,0
130.69,0,SA,web,95.2,16,196,0
773.29,0,AE,atm,99.5,21,79,0
498.16,1,SA,mobile,63.8,8,44,0
294.0,0,SA,web,78.3,21,192,0
311.19,0,SA,mobile,86.4,18,7,0
198.01,0,EG,mobile,79.9,9,140,0
124.85,0,SA,atm,74.1,19,84,0
501.7,0,PK,mobile,70.4,7,16,0
406.8,1,SA,web,83.2,14,57,0
4449.27,1,US,atm,47.0,2,8,1
593.49,0,SA,mobile,61.7,12,181,0
1092.91,0,EG,atm,93.4,6,147,0
493.18,0,SA,web,73.1,17,162,0
2950.91,1,EG,mobile,81.8,16,149,0
3820.65,0,SA,atm,63.7,9,111,0
3420.65,0,SA,mobile,81.0,12,144,0
325.36,0,EG,web,68.5,20,6,0
1761.93,1,AE,mobile,67.0,11,151,0
23648.08,1,SA,mobile,12.3,4,5,1
1489.98,0,SA,mobile,66.9,10,163,0
650.1,0,SA,atm,80.3,15,174,0
626.56,1,SA,atm,60.5,17,87,0
339.83,0,NG,mobile,85.7,21,196,0
3055.59,0,UK,mobile,24.8,1,8,1
778.3,0,SA,web,93.4,14,121,0
236.68,1,SA,web,97.7,6,77,0
11673.66,0,SA,atm,91.2,7,167,0
606.34,1,SA,mobile,67.5,6,53,0
221.12,0,SA,atm,67.3,8,91,0
326.0,0,SA,atm,88.8,17,140,0
2524.31,1,PK,web,98.7,17,187,0
433.83,0,SA,mobile,70.1,12,163,0
261.34,0,SA,mobile,71.6,11,192,0
574.94,0,SA,web,97.8,8,117,0
3242.17,0,SA,mobile,14.3,5,9,1
283.22,0,SA,mobile,63.4,6,134,0
2489.76,0,SA,atm,69.3,15,74,0
431.86,0,SA,web,87.4,21,87,0
7152.99,1,PK,atm,72.5,17,184,0
939.71,0,EG,mobile,74.1,15,95,0
327.62,0,AE,atm,70.3,9,9,0
1221.37,0,SA,mobile,89.4,8,129,0
225.98,0,SA,mobile,97.4,6,45,0
800.59,1,NG,web,30.5,5,1,1
573.58,0,EG,atm,80.1,10,76,0
312.19,0,SA,web,99.7,9,139,0
703.51,0,AE,mobile,72.9,9,161,0
1037.12,0,SA,web,75.9,7,150,0
250.66,1,IN,mobile,84.2,19,130,0
472.72,0,SA,atm,67.8,17,85,0
611.87,0,SA,mobile,74.7,7,131,0
172.51,0,EG,web,96.0,8,63,0
488.12,0,SA,web,86.7,18,185,0
315.65,1,EG,web,63.9,7,149,0
1935.5,1,AE,mobile,40.0,4,9,1
1344.29,0,PK,mobile,98.7,8,36,0
45.3,0,SA,mobile,63.5,19,93,0
348.61,0,SA,atm,83.7,11,120,0
1645.34,0,SA,web,69.1,12,146,0
951.02,0,SA,web,92.7,7,107,0
281.62,0,SA,atm,98.8,17,85,0
1764.38,0,PK,web,80.1,20,174,0
111.29,0,SA,web,72.5,8,91,0
493.64,1,SA,mobile,85.1,20,118,0
550.3,0,AE,mobile,66.0,18,104,0
1531.59,0,SA,atm,82.5,8,73,0
5823.45,0,PK,atm,88.8,14,97,0
393.41,0,IN,atm,88.2,7,162,0
861.09,0,AE,atm,96.2,8,18,0
653.22,0,SA,web,86.6,11,73,0
5469.19,1,PK,atm,92.3,11,83,0
537.22,0,AE,atm,86.9,9,174,0
454.44,0,EG,atm,91.3,13,41,0
1164.83,0,SA,atm,85.8,8,37,0
3729.21,0,SA,mobile,61.8,19,62,0
1602.23,0,NG,mobile,72.1,15,143,0
384.17,0,SA,web,73.2,15,189,0
378.98,1,SA,web,90.7,14,14,0
110.11,0,AE,mobile,72.9,6,35,0
1079.01,0,AE,web,66.5,14,57,0
556.96,0,SA,web,99.5,20,131,0
872.2,0,SA,mobile,61.1,20,167,0
720.66,0,SA,atm,81.8,12,126,0
384.26,0,SA,web,83.4,18,189,0
1616.24,0,AE,web,100.0,12,80,0
1964.57,0,SA,web,88.3,13,150,0
1814.75,0,SA,mobile,74.3,16,101,0
311.79,1,NG,mobile,69.4,15,141,0
9358.86,0,IN,atm,71.9,16,74,0
109.47,0,SA,atm,92.7,9,66,0
1607.02,0,SA,atm,89.6,9,13,0
464.75,1,UK,atm,93.0,15,174,0
241.19,0,SA,mobile,63.7,14,178,0
1032.19,0,SA,web,87.7,12,24,0
369.06,0,SA,mobile,91.1,17,11,0
2375.14,0,SA,web,82.0,11,146,0
638.66,0,SA,mobile,80.2,11,177,0
1368.44,0,SA,atm,75.1,19,86,0
526.61,0,SA,web,64.8,8,112,0
102.86,0,SA,atm,67.5,11,199,0
271.28,1,SA,web,81.7,14,103,0
1339.88,1,SA,mobile,68.9,10,12,0
148.49,0,SA,web,91.6,17,122,0
605.1,0,SA,mobile,97.3,21,5,0
1295.83,1,SA,atm,96.8,7,141,0
617.82,0,IN,web,94.9,16,81,0
452.89,0,SA,atm,64.6,9,120,0
356.11,0,SA,atm,97.2,16,13,0
511.11,0,SA,web,94.3,9,33,0
1019.63,0,SA,mobile,85.2,7,29,0
2583.17,1,US,mobile,26.5,2,9,1
2026.3,0,SA,web,63.3,16,91,0
646.91,0,US,mobile,68.7,13,102,0
642.46,1,AE,web,92.2,19,23,0
391.78,0,SA,mobile,88.0,19,185,0
769.57,0,SA,web,62.6,15,65,0
1237.31,1,SA,atm,78.5,10,43,0
4248.49,0,SA,mobile,98.3,20,136,0
806.15,1,SA,atm,67.4,21,33,0
1882.95,0,SA,atm,78.0,14,181,0
109.16,0,SA,web,64.4,16,73,0
4106.76,1,SA,atm,88.0,21,175,0
925.8,0,SA,mobile,61.0,7,181,0
1208.38,1,SA,atm,63.9,12,13,0
700.52,0,PK,mobile,81.2,17,86,0
1350.81,0,UK,atm,73.8,8,57,0
395.53,0,PK,atm,81.3,16,171,0
3486.48,0,SA,mobile,85.6,6,85,0
1038.26,0,SA,mobile,61.1,6,163,0
2238.77,0,SA,atm,95.8,17,103,0
634.41,0,SA,web,64.7,20,162,0
1631.79,0,SA,mobile,96.4,21,120,0
292.99,0,PK,atm,84.5,14,192,0
911.65,1,IN,web,94.2,14,38,0
389.06,0,SA,web,65.8,7,88,0
540.24,1,PK,web,77.9,8,78,0
329.97,0,SA,atm,97.6,13,114,0
330.83,0,SA,mobile,72.0,11,182,0
1041.13,0,EG,atm,77.1,6,7,0
976.05,1,SA,atm,96.6,18,78,0
681.71,0,SA,web,60.0,16,194,0
338.79,0,SA,atm,100.0,16,134,0
349.81,0,SA,mobile,98.5,13,189,0
2603.63,1,SA,atm,67.9,19,67,0
820.13,0,NG,atm,91.2,10,106,0
261.18,0,PK,mobile,73.3,8,65,0
431.91,0,SA,web,73.4,10,25,0
381.78,0,UK,atm,94.3,15,183,0
8387.75,0,UK,atm,13.4,23,8,1
737.63,1,AE,mobile,62.3,6,151,0
495.79,0,SA,web,94.1,8,191,0
374.95,0,SA,web,94.2,6,114,0
975.1,0,SA,web,96.1,9,97,0
1573.09,0,SA,web,89.6,16,25,0
213.64,0,SA,atm,93.6,15,115,0
2485.16,0,SA,mobile,87.6,10,155,0
1702.11,0,SA,web,91.7,19,135,0
815.63,1,SA,mobile,94.2,21,162,0
4644.74,0,SA,mobile,88.4,16,154,0
826.6,0,US,web,72.4,11,110,0
453.23,0,UK,web,67.0,13,59,0
1090.2,0,SA,web,89.2,12,79,0
237.38,0,SA,atm,88.2,7,148,0
849.26,0,SA,atm,89.4,15,92,0
503.19,0,SA,mobile,88.0,11,122,0
1747.09,1,EG,web,74.2,7,130,0
764.89,0,SA,mobile,67.5,10,79,0
1330.63,0,SA,web,95.2,14,185,0
898.19,0,SA,mobile,75.0,20,116,0
475.44,0,SA,atm,61.6,11,100,0
1573.76,0,SA,mobile,96.5,6,199,0
118.76,0,IN,atm,91.5,19,85,0
2937.73,0,US,atm,60.0,7,178,0
167.89,0,SA,atm,60.2,20,105,0
943.56,0,SA,mobile,89.2,15,69,0
1084.72,0,EG,mobile,87.8,7,29,0
4142.54,0,SA,mobile,84.9,20,74,0
532.02,0,SA,web,99.7,15,173,0
600.94,0,SA,web,98.7,6,130,0
472.19,1,PK,mobile,67.8,17,142,0
112.19,0,AE,web,89.2,11,177,0
500.06,0,EG,atm,64.0,12,133,0
708.55,0,SA,atm,86.7,6,130,0
29578.53,1,SA,atm,35.2,1,2,1
1389.75,0,SA,web,78.3,18,196,0
623.17,0,PK,web,67.4,12,153,0
86.15,0,SA,web,80.5,8,50,0
437.69,1,PK,atm,73.5,7,190,0
663.52,0,US,web,96.5,10,5,0
385.64,0,PK,web,71.2,12,187,0
352.72,0,SA,web,71.2,11,95,0
143.46,0,SA,web,97.7,15,83,0
451.48,0,SA,mobile,90.9,7,93,0
566.07,0,SA,mobile,83.3,18,7,0
739.66,0,SA,atm,84.5,15,192,0
177.91,0,SA,web,79.7,12,15,0
735.63,0,SA,web,85.9,16,134,0
63.85,0,SA,atm,78.0,17,164,0
365.52,0,SA,atm,84.0,8,62,0
2866.76,0,AE,mobile,71.4,13,92,0
253.16,1,NG,web,79.8,19,125,0
1435.99,0,IN,atm,87.8,11,194,0
1028.91,0,SA,web,94.3,8,31,0
287.69,0,PK,mobile,79.8,17,75,0
889.18,0,SA,atm,72.5,13,108,0
298.01,0,SA,web,98.9,12,38,0
542.1,0,SA,mobile,62.5,9,104,0
238.06,0,SA,web,73.9,8,62,0
141.86,1,SA,web,83.6,20,7,0
7268.15,1,SA,atm,57.2,0,3,1
381.8,0,PK,web,80.2,19,151,0
82.05,0,SA,atm,99.4,21,136,0
2524.39,0,SA,atm,97.6,9,36,0
1178.03,0,SA,mobile,71.8,15,21,0
498.87,0,SA,atm,80.2,14,27,0
1506.89,0,SA,mobile,74.0,12,110,0
316.76,1,SA,atm,90.5,6,84,0
1568.64,0,NG,mobile,68.9,13,98,0
475.64,0,SA,web,61.6,14,43,0
598.98,0,SA,atm,67.6,13,110,0
2511.78,0,SA,mobile,67.9,21,57,0
195.53,0,SA,mobile,97.1,13,172,0
754.97,0,SA,atm,81.0,12,187,0
608.75,0,SA,mobile,64.4,21,189,0
238.65,0,PK,web,61.3,8,183,0
345.44,0,SA,mobile,80.5,10,171,0
707.77,0,SA,mobile,73.6,8,128,0
909.88,0,IN,mobile,82.2,12,25,0
3643.11,0,SA,web,99.3,11,62,0
5050.89,1,EG,mobile,39.8,22,8,1
1184.67,1,PK,atm,5.1,2,4,1
1440.45,0,SA,mobile,76.0,10,159,0
1125.53,0,SA,web,66.9,15,51,0
1086.2,0,AE,web,72.4,10,105,0
1855.12,0,UK,atm,82.1,6,35,0
